# Sensor type: Respeck
# Activity type: Lying down on stomach
# Activity code: 8
# Subject id: s1956488
# Notes: 1
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1664721401509,0.03491211,-0.13677979,-0.9697876,-0.28125,1.0625,0.296875
1664721401551,0.033935547,-0.13677979,-0.9692993,-0.296875,0.9375,0.15625
1664721401627,0.036865234,-0.1404419,-0.9690552,-0.15625,0.9375,0.203125
1664721401628,0.032226562,-0.13897705,-0.96759033,-0.6875,0.8125,0.171875
1664721401665,0.033203125,-0.13995361,-0.9649048,-0.046875,1.03125,0.203125
1664721401709,0.03173828,-0.1416626,-0.9602661,-0.703125,0.671875,0.328125
1664721401753,0.036621094,-0.1416626,-0.9758911,-1.03125,0.59375,0.234375
1664721401787,0.03540039,-0.14849854,-0.96954346,-0.90625,0.671875,0.125
1664721401814,0.03466797,-0.14678955,-0.9627075,-0.859375,0.6875,0.296875
1664721401906,0.03955078,-0.14312744,-0.96881104,-0.890625,0.8125,0.234375
1664721401908,0.028076172,-0.1494751,-0.9668579,-0.921875,0.84375,0.1875
1664721401936,0.040771484,-0.1494751,-0.96661377,-1.09375,0.71875,0.125
1664721401976,0.036376953,-0.15167236,-0.9651489,-1.5,0.46875,0.171875
1664721402056,0.03930664,-0.15777588,-0.9619751,-1.1875,0.5625,0.125
1664721402060,0.033447266,-0.15802002,-0.9619751,-0.734375,0.53125,0.421875
1664721402100,0.03491211,-0.15484619,-0.96173096,-0.609375,0.90625,0.265625
1664721402127,0.03930664,-0.16339111,-0.96295166,-0.5,0.78125,0.15625
1664721402237,0.037109375,-0.15240479,-0.9636841,-0.328125,0.796875,0.3125
1664721402241,0.041259766,-0.15264893,-0.96173096,0.15625,1.1875,0.21875
1664721402251,0.041748047,-0.16070557,-0.96759033,0.328125,1.125,0.34375
1664721402297,0.04321289,-0.14776611,-0.9631958,0.625,1.421875,0.234375
1664721402381,0.045654297,-0.15704346,-0.9649048,0.390625,1.21875,0.296875
1664721402384,0.04711914,-0.14923096,-0.95880127,0.8125,1.46875,0.234375
1664721402407,0.037353516,-0.16021729,-0.9607544,0.828125,1.3125,0.234375
1664721402444,0.04248047,-0.15093994,-0.96221924,1.015625,1.625,0.21875
1664721402548,0.037109375,-0.15118408,-0.96295166,1.125,1.5625,0.328125
1664721402550,0.043945312,-0.14776611,-0.9612427,0.84375,1.5,0.203125
1664721402564,0.04248047,-0.15167236,-0.9619751,0.765625,1.28125,0.34375
1664721402666,0.04272461,-0.15460205,-0.9627075,1.03125,1.421875,0.28125
1664721402670,0.038330078,-0.15167236,-0.96539307,1.109375,1.5625,0.140625
1664721402688,0.036376953,-0.15020752,-0.96759033,0.75,1.390625,0.28125
1664721402723,0.041259766,-0.144104,-0.9663696,0.84375,1.4375,0.234375
1664721402818,0.03100586,-0.15093994,-0.9649048,0.671875,1.21875,0.21875
1664721402824,0.039794922,-0.14752197,-0.9685669,0.984375,1.375,0.21875
1664721402845,0.037109375,-0.14678955,-0.96466064,0.53125,1.390625,0.109375
1664721402909,0.037353516,-0.14141846,-0.9812622,0.578125,1.15625,0.328125
1664721402970,0.036376953,-0.13922119,-0.96588135,0.9375,1.59375,0.171875
1664721402975,0.04272461,-0.13922119,-0.97003174,-0.171875,1.15625,0.375
1664721403005,0.03540039,-0.14093018,-0.9627075,0.59375,1.359375,0.21875
1664721403041,0.03491211,-0.14605713,-0.9636841,0.46875,1.015625,0.34375
1664721403145,0.037841797,-0.144104,-0.9656372,0.328125,1.21875,0.234375
1664721403155,0.034423828,-0.14117432,-0.97052,0.15625,1.203125,0.234375
1664721403178,0.03881836,-0.13848877,-0.96759033,-0.21875,0.828125,0.4375
1664721403196,0.036376953,-0.14190674,-0.9627075,-0.09375,0.703125,0.34375
1664721403312,0.038330078,-0.14215088,-0.9668579,0.28125,1.0,0.171875
1664721403315,0.034423828,-0.14361572,-0.97857666,-0.84375,0.40625,0.15625
1664721403330,0.034179688,-0.14508057,-0.97857666,-1.421875,0.296875,0.296875
1664721403402,0.033935547,-0.14752197,-0.96099854,-2.421875,-0.015625,0.390625
1664721403404,0.042236328,-0.15142822,-0.9678345,-1.484375,-0.125,0.578125
1664721403439,0.033203125,-0.15289307,-0.9714966,-1.625,-0.03125,0.453125
1664721403472,0.04638672,-0.15679932,-0.9570923,-1.53125,-0.3125,0.421875
1664721403592,0.03857422,-0.15582275,-0.9602661,-1.375,-0.234375,0.46875
1664721403593,0.04736328,-0.15460205,-0.96710205,0.234375,0.421875,0.578125
1664721403596,0.050048828,-0.16290283,-0.9607544,-0.75,0.203125,0.359375
1664721403640,0.055419922,-0.15875244,-0.9619751,-0.734375,0.734375,0.25
1664721403721,0.044677734,-0.16217041,-0.95562744,-0.765625,0.859375,0.375
1664721403725,0.056884766,-0.159729,-0.96099854,-0.125,0.859375,0.328125
1664721403757,0.05444336,-0.1609497,-0.9651489,-0.21875,1.125,0.109375
1664721403800,0.048583984,-0.1585083,-0.95684814,0.234375,1.28125,0.046875
1664721403881,0.05126953,-0.16900635,-0.9649048,0.0,1.421875,0.25
1664721403883,0.04638672,-0.16485596,-0.96466064,0.015625,1.3125,0.15625
1664721403926,0.05029297,-0.16461182,-0.9697876,0.140625,1.234375,0.109375
1664721403948,0.05126953,-0.16290283,-0.9673462,-0.03125,1.203125,0.015625
1664721404040,0.049560547,-0.16046143,-0.96539307,-0.03125,1.1875,0.28125
1664721404042,0.05029297,-0.16534424,-0.9651489,0.09375,0.90625,0.234375
1664721404082,0.04711914,-0.16461182,-0.9685669,-0.375,0.859375,0.28125
1664721404174,0.05029297,-0.16168213,-0.96295166,-0.4375,0.859375,0.046875
1664721404177,0.052001953,-0.16851807,-0.96051025,-0.390625,0.859375,0.359375
1664721404192,0.051513672,-0.15924072,-0.96173096,-0.390625,0.9375,0.1875
